Container length (in m) = 100
Container width (in m) = 200
Container depth (in m) = 400
Total number of bodies = 1000
Body radius (in m) = 0.5
Body mass (in Kg) = 1
Time step for running simulation (dt) (in secs) = 0.01
Initial coordinates =
87.399749 30.448631 322.127093 
91.682874 72.814064 122.733645 
48.818950 2.913316 246.752692 
23.790955 89.997794 89.004116 
10.697669 64.236811 159.356277 
43.433616 8.554823 264.925603 
18.541081 7.893755 287.164548 
61.367313 98.633340 137.651616 
44.194037 97.802206 71.976247 
94.045217 39.451587 190.503826 
90.032276 64.483376 172.510401 
68.398145 69.256721 105.171631 
35.019386 71.174761 261.559456 
5.311468 6.571689 347.341151 
76.840299 11.626652 214.491853 
31.689288 93.079195 266.298680 
68.246034 20.811573 114.188471 
52.477810 15.571077 333.439133 
40.272228 49.976166 163.840574 
95.394147 50.342968 171.240154 
98.300086 91.019751 199.217729 
75.246212 49.985778 129.172512 
72.368544 73.417076 205.416555 
14.927594 36.683988 354.936633 
84.926320 28.843228 397.827902 
92.643805 69.818775 339.886955 
85.975328 50.457827 164.598486 
77.211022 74.096701 241.209831 
24.555774 83.444089 15.704855 
25.821390 65.322720 137.498070 
89.261746 88.223672 304.366129 
89.056414 16.491112 174.560860 
69.526777 19.625459 217.078764 
78.727359 91.923860 53.122791 
49.924067 12.933363 45.029420 
27.925381 57.471750 75.706904 
10.685231 17.247078 32.205863 
46.486920 33.312474 173.415809 
92.516476 96.837003 135.480816 
14.626366 73.931436 257.544136 
60.937298 37.800874 167.014743 
49.803010 23.248759 308.047394 
22.148258 75.678844 62.966454 
7.216466 5.226724 129.980277 
45.154336 44.649665 213.532827 
99.216320 4.908897 287.292909 
68.942911 37.238260 139.655832 
76.497735 63.152265 291.323925 
18.014377 68.960251 150.935105 
21.649118 67.670351 313.941405 
60.863132 16.514211 210.535117 
19.934338 14.073080 91.880607 
23.342994 25.539909 182.199540 
32.369292 46.968644 277.522480 
86.572030 70.168890 383.689582 
12.390482 36.054967 329.502188 
22.822690 15.923315 67.024058 
13.533849 53.599804 270.616198 
96.771019 48.310290 259.990526 
74.500405 13.174718 373.609086 
13.009854 26.228403 129.461499 
4.618524 50.360271 307.940978 
47.378324 86.960268 337.109956 
53.988580 87.491350 113.300843 
46.291834 92.924312 141.113281 
84.256956 87.302543 309.572141 
5.023897 95.842581 190.897037 
26.318551 53.707698 267.164947 
51.539368 33.925845 9.713743 
81.497333 89.239969 387.766766 
62.344436 97.397726 231.699504 
12.864432 18.186278 64.135897 
42.328276 87.733725 79.690638 
9.627762 81.707011 244.301095 
72.481943 93.622057 282.915373 
37.216525 34.237576 295.245707 
99.110112 66.675980 359.321832 
96.099044 34.356341 43.160803 
86.879617 92.773294 36.108466 
57.344044 21.607924 276.871041 
36.536052 76.552838 216.158781 
59.310775 97.181038 139.839236 
24.520325 46.853121 168.255400 
42.782628 6.025928 235.729823 
47.324669 54.465290 142.439903 
61.747851 23.281745 61.730015 
54.709568 82.636178 262.297147 
87.047635 71.438749 295.243422 
62.643527 24.450255 253.412945 
46.334947 46.539704 334.192610 
27.038093 43.593821 80.561569 
79.410663 53.000224 56.443198 
52.968807 50.568673 369.949870 
39.071226 70.221058 22.640964 
48.467139 84.897988 281.625917 
52.745554 24.032842 44.887333 
48.705264 61.607267 59.362390 
65.699576 78.117016 218.957503 
86.121377 50.839602 156.607937 
74.434208 18.332104 169.925175 
97.749797 45.622545 285.261454 
73.258385 55.338060 273.918646 
78.603301 75.602537 356.151425 
73.195830 48.746285 217.225992 
72.034148 46.590578 272.552485 
10.843675 80.826889 245.471982 
4.045540 65.365223 181.566924 
46.591322 76.029771 9.722399 
29.692807 43.342778 267.784391 
78.117100 87.066196 183.664198 
17.086553 37.843323 57.928126 
97.807699 39.507076 344.005859 
46.504185 67.649573 288.677535 
86.923575 46.708983 169.839088 
26.148900 53.866671 268.152759 
20.668000 26.030403 64.308061 
20.174706 86.916839 188.454440 
63.654372 22.312165 204.707041 
59.600810 33.845415 351.268609 
86.873347 76.555622 229.600871 
3.960224 10.989002 187.381055 
72.950299 11.134650 190.035418 
13.183821 92.168398 396.840382 
88.627038 48.037952 134.096047 
59.609647 27.613570 175.245650 
13.935374 36.686084 160.715514 
35.844742 44.300060 376.470121 
76.821739 22.443388 50.935302 
49.910405 94.542260 40.895203 
73.064414 56.068562 326.935558 
73.118774 52.599556 304.922573 
46.574372 40.892357 217.506030 
7.286902 41.981307 289.301643 
15.122450 67.986589 66.996063 
12.596922 25.345553 129.956138 
65.613330 54.020386 351.477832 
15.167592 59.597269 316.113319 
58.935842 85.455057 359.923002 
4.365840 22.716496 133.014150 
62.057250 83.301949 375.255521 
57.097839 5.051439 281.768860 
4.499312 53.749776 284.185391 
88.600751 36.473923 185.608795 
43.994392 57.301346 243.769297 
90.387297 67.977413 341.250208 
2.096369 34.666312 377.531651 
8.599101 97.613248 334.781776 
46.366313 43.878768 190.951066 
48.333758 71.507471 205.189418 
57.118258 22.357239 136.235771 
28.314750 11.939995 282.719754 
8.912648 44.288312 353.801868 
91.222609 12.307649 351.419216 
95.381089 8.463848 332.354971 
57.389615 46.005666 34.782123 
73.856122 30.966618 164.795484 
79.958097 75.883489 31.900967 
82.695269 63.476058 386.937880 
19.268910 94.148905 383.006667 
5.159225 31.975977 80.373964 
91.170186 12.401143 335.889366 
87.731634 39.841056 206.033209 
8.274436 6.311836 53.243198 
57.616458 56.351756 233.865369 
39.808085 95.719336 395.964043 
33.946177 39.977011 373.850992 
11.604674 60.299191 179.473300 
41.919054 56.308410 293.218306 
45.000936 16.570349 238.108636 
69.099152 86.417850 83.727125 
34.839816 38.601681 279.504282 
54.088426 1.368790 42.046738 
66.724651 62.425948 184.707387 
72.496823 47.313743 347.688582 
47.870283 20.486668 54.017376 
69.815864 28.162111 328.586474 
73.157339 7.469981 203.376287 
50.477788 3.646173 21.118917 
49.383168 21.784057 136.654747 
29.299795 91.590332 234.775055 
90.701125 51.062919 47.102057 
54.812478 5.539313 121.155696 
16.595709 46.768731 306.000222 
12.544551 11.596286 144.082366 
46.618683 19.596824 65.739425 
49.902663 81.368177 185.763946 
22.743985 17.164118 228.373489 
4.606520 22.708307 231.733061 
1.720600 89.513306 177.848640 
51.583567 92.520687 241.174381 
20.904322 33.784874 59.162866 
1.800951 10.055300 244.052524 
31.108911 3.982656 335.824211 
31.395566 26.242340 189.820917 
9.975275 7.554665 383.346531 
61.858629 92.131554 33.012982 
35.901643 91.551613 177.593700 
79.329722 66.744743 138.925314 
24.505860 85.070681 51.884112 
83.241219 67.432510 96.475005 
65.235698 33.023414 71.684324 
77.408596 98.348286 40.583456 
66.221200 7.764900 226.626073 
34.599067 41.896863 286.250464 
73.103972 45.626895 296.786920 
87.240025 72.622407 175.221275 
88.777140 25.637798 251.880071 
93.701657 48.970356 295.996807 
12.156427 45.256053 325.833886 
38.539829 88.715265 144.545672 
7.949351 27.652229 161.347477 
87.010691 86.055479 8.462721 
13.092781 59.982845 249.116345 
53.619782 8.944770 142.504749 
17.993387 23.107717 99.945547 
22.646488 31.123856 116.697218 
58.724358 79.954263 188.327359 
41.971311 8.189770 79.679087 
15.168153 50.207288 317.764420 
4.717633 42.440144 357.322667 
42.516491 87.378237 58.397406 
77.234112 80.468541 1.355749 
2.470646 55.001690 288.015104 
3.305078 25.991037 309.133471 
23.458513 6.210278 325.257418 
58.511609 89.526154 23.744939 
23.800784 34.006255 111.558737 
98.849730 85.987846 283.197542 
58.105511 87.987550 179.477488 
56.857443 80.655381 87.727505 
26.631294 69.333849 166.653367 
99.110939 47.593430 335.026135 
78.937474 54.427858 253.656430 
90.901794 49.858756 21.552269 
85.268501 62.942748 252.102816 
25.646394 85.322555 35.201090 
55.747650 8.542790 238.030442 
83.061467 55.182456 7.617047 
44.250014 31.957225 86.728443 
64.513686 68.314890 94.220433 
16.927756 6.607903 128.120498 
45.538531 39.847126 359.229404 
91.135991 29.627313 322.851985 
39.706539 88.507224 84.687940 
73.940402 4.519114 277.063633 
96.978290 32.933677 177.452619 
93.121860 24.211000 181.185930 
62.312085 15.373026 105.747355 
41.175152 59.821057 287.145178 
53.686578 40.824275 234.942018 
63.810904 42.393208 194.444713 
63.663181 54.761658 355.071079 
69.224677 63.420814 98.624071 
30.862094 76.716930 258.981368 
51.507605 94.946812 217.665270 
89.318216 66.418382 277.624321 
11.624607 84.995859 172.219599 
91.184400 71.873864 178.518262 
54.872775 21.736248 173.129650 
27.261076 33.075048 330.055430 
85.372954 27.672712 94.449653 
79.681667 86.062873 312.295490 
22.083395 26.598180 362.130900 
86.334021 17.905656 387.281367 
34.709036 40.584834 327.902325 
71.255872 79.965213 70.882959 
43.806224 89.392568 29.177173 
92.670314 82.529548 101.562683 
45.673520 17.682343 106.348826 
80.065233 38.658506 331.106891 
69.047635 54.399880 329.657503 
47.279689 72.654105 74.524858 
37.033281 72.267243 264.517976 
90.892798 27.492963 40.919402 
80.893474 72.417252 306.302776 
12.534105 45.968254 313.887681 
82.364595 43.109773 262.190272 
81.885611 7.049290 124.715065 
8.345408 15.949328 277.189597 
88.480705 30.501123 100.866056 
87.574009 91.477628 284.330435 
23.041226 16.622497 1.799588 
43.389830 54.122369 336.307888 
65.908854 9.760333 40.615650 
10.834808 64.370991 110.234150 
20.465264 17.905212 5.623430 
1.272021 78.042947 229.681845 
79.451937 32.798233 81.724401 
95.797267 29.598458 83.316935 
9.342981 24.992308 266.315053 
64.596392 81.601748 290.217876 
57.922449 77.038280 33.237899 
62.220409 98.057429 371.201061 
73.980023 42.186409 175.490714 
3.444483 60.353105 94.658745 
39.234813 65.095429 273.501792 
48.828201 7.534022 350.661604 
13.817122 2.758981 126.059121 
84.021794 87.555473 218.640641 
84.139359 2.784763 301.713386 
99.294534 38.749744 338.987234 
78.071468 32.785038 50.272111 
95.294687 36.091336 172.548650 
53.860437 12.624274 228.323824 
12.357028 29.388634 306.721118 
27.713340 41.045680 175.575878 
93.241390 46.997194 90.734396 
31.606709 18.415576 97.614179 
19.326265 14.856807 303.051370 
34.794798 53.643369 130.165192 
46.943105 84.029737 375.076508 
63.934353 58.222757 295.470118 
54.243979 26.497541 262.756011 
53.115060 66.176250 64.112787 
36.350320 55.155431 325.448996 
15.614832 90.182169 323.171295 
22.274552 83.942748 350.227195 
16.827201 74.639316 344.518415 
51.598608 89.635438 283.196266 
56.547287 39.695232 268.697869 
79.269667 16.413666 244.662762 
54.348511 74.022778 180.968475 
89.101759 65.675474 108.381862 
51.861979 90.630882 281.497335 
26.737417 52.604339 19.869592 
9.519204 55.110850 159.248439 
22.541239 27.515110 361.380763 
6.556812 76.766993 394.203584 
70.549511 49.407424 36.185867 
6.029448 29.327975 380.576658 
92.831031 53.725090 227.119568 
19.530820 46.607105 114.846612 
52.801122 31.579196 201.019448 
12.048501 14.193033 175.181694 
63.493741 47.731583 325.135122 
68.186167 48.825596 195.618046 
38.481608 64.881829 131.018460 
23.512690 44.716256 353.718328 
25.616523 2.571411 152.119376 
72.236240 20.237228 188.538564 
40.687388 33.786631 171.827171 
41.271395 28.633736 302.607082 
83.030163 99.023180 372.391151 
38.328138 36.367613 292.933280 
22.672474 23.158712 257.294653 
57.240466 98.473041 321.269558 
49.424022 22.883322 370.427505 
22.517697 71.306811 148.749736 
56.070006 19.590967 147.244809 
97.721591 84.396247 189.106865 
78.901513 27.449642 129.832546 
21.633746 63.359055 206.585502 
79.541525 40.033780 266.952881 
61.319487 98.293045 64.509280 
97.686203 41.897976 237.544829 
30.662078 97.171642 106.026635 
71.947313 58.760349 253.809807 
45.644718 24.314830 143.335425 
78.995022 31.701422 137.121812 
46.879164 61.412113 74.454841 
35.627893 87.765414 58.187114 
33.202549 3.946473 145.573775 
5.101619 57.311304 190.904588 
68.295633 55.181975 169.661818 
40.975858 75.093930 362.470536 
2.537612 89.755450 283.240411 
22.242279 20.760239 214.932953 
35.672791 71.821199 109.498821 
59.167478 61.387771 90.131825 
87.629635 24.999017 76.734835 
38.640107 53.633608 15.410341 
75.021574 20.862695 233.202755 
55.151388 39.287800 10.457772 
66.445708 69.012707 67.770019 
76.492173 20.998814 167.742154 
63.588736 66.213316 81.219896 
3.437372 54.596934 299.591409 
77.947127 52.862923 42.998561 
14.165996 48.842862 349.836529 
9.464141 8.168149 40.070420 
33.138375 17.100301 370.993822 
33.754539 39.422613 112.841886 
65.446105 78.119224 32.941216 
23.438867 19.795509 39.957587 
11.254560 93.656213 59.346687 
87.227756 9.974281 89.625968 
70.951870 64.942215 280.058273 
68.865725 33.927162 335.192391 
39.827054 17.362884 389.663965 
29.394042 30.815095 8.493010 
91.668324 45.868387 300.483629 
65.669590 58.062967 84.710484 
2.545504 42.523762 358.328932 
15.398285 98.771377 58.187770 
145.563054 36.900373 16.965341 
111.796633 16.521621 273.840402 
172.969417 88.359164 156.395570 
169.850603 27.757318 289.414659 
110.448159 87.453873 376.193629 
187.223862 95.156996 327.353124 
152.993332 1.570883 104.305462 
152.394919 23.183155 345.990029 
132.775243 23.017606 179.535259 
105.843991 77.438022 390.493468 
186.065447 30.372693 165.339644 
103.061857 45.625580 205.536393 
112.079963 8.864161 339.552860 
131.689022 56.601575 296.572582 
113.196499 57.671291 316.190538 
184.373290 48.199669 108.059580 
151.612481 88.829518 62.073087 
180.325643 28.142825 288.759827 
198.118507 71.894163 86.570380 
188.200582 19.760569 269.308426 
142.491043 40.318629 311.935504 
168.447692 75.517687 44.064296 
156.852610 11.651839 323.700709 
153.719422 72.274913 199.960886 
111.090391 68.524057 178.240049 
137.349845 69.287322 365.938568 
125.861195 48.680918 94.874671 
140.912314 23.958322 36.492392 
119.157948 77.913126 137.719713 
170.375250 49.949617 157.967631 
134.985078 42.928954 224.325007 
182.281268 31.983412 186.414600 
101.282319 17.689371 230.713246 
178.037929 38.463436 183.059166 
176.959602 51.991108 117.174044 
127.517714 55.140791 209.306147 
103.441583 92.642680 202.167761 
171.886024 82.696677 83.742355 
138.213666 36.697337 377.503314 
147.612231 95.428618 98.944659 
177.462015 37.782619 388.438570 
139.298488 62.842079 353.636114 
107.913082 60.870370 144.892955 
124.622540 83.136199 52.838379 
177.383064 72.142759 277.052058 
126.681069 13.245312 79.242640 
191.125695 98.782979 369.195424 
192.558342 2.501510 153.635937 
134.485585 71.496177 295.286197 
112.473514 44.849421 57.770535 
151.241140 82.917156 106.034754 
121.010334 7.383449 78.176268 
145.526652 11.520735 37.801215 
194.174378 78.054816 338.441706 
168.793241 79.787014 117.888465 
194.722139 46.349265 164.337592 
101.634441 57.746878 299.623440 
126.216978 63.347180 249.797880 
129.058373 29.589597 29.167711 
174.997975 66.880669 195.793359 
129.033656 9.422647 64.313371 
154.921091 57.265180 168.750661 
158.176958 59.437056 70.674621 
128.955559 65.473955 162.938938 
144.070652 16.811455 203.217384 
108.782081 4.323723 380.685868 
132.764973 32.567689 220.124670 
193.034619 77.511721 101.304405 
146.019467 97.971240 257.747168 
167.372984 37.071610 395.710971 
160.776114 10.757826 207.874941 
109.791567 33.389178 167.103892 
175.483703 80.043327 196.866203 
124.038779 62.406483 260.801191 
125.609447 48.885782 231.042318 
125.603275 5.299682 75.928689 
139.386045 42.144287 308.759372 
130.677865 36.392766 44.673961 
195.460767 54.114030 261.127879 
105.929052 81.598376 220.889846 
132.885779 85.936334 369.776464 
124.635540 67.771329 158.182511 
131.886118 2.256424 172.534399 
130.238857 62.144128 35.481259 
115.492843 45.191797 196.119028 
112.516120 43.317179 65.969785 
108.097651 84.841056 342.236653 
121.989872 29.295702 378.525467 
149.517186 75.145072 254.113227 
163.146843 86.319616 323.414449 
181.340526 3.398666 270.989732 
129.209776 31.822478 183.797738 
168.056163 34.839810 42.629923 
161.263210 21.894866 109.641635 
104.085124 42.418073 155.451963 
158.226703 28.636412 204.242770 
175.060059 18.089523 391.134002 
190.053980 66.690986 68.276095 
138.905120 85.047544 329.441894 
157.328091 78.037706 100.570081 
144.349972 70.768559 330.469707 
168.137615 50.982250 68.309623 
124.024292 49.992842 50.713212 
136.989370 86.694452 291.630079 
135.235516 51.157952 356.142215 
105.946262 46.744583 148.061630 
144.649168 11.151582 238.250967 
191.433105 59.284752 158.151179 
181.930526 77.164346 310.848962 
189.620816 60.152042 285.252276 
151.292033 76.914263 304.324089 
179.426478 45.130969 158.189536 
136.904019 33.830166 270.816825 
109.322157 11.181776 55.423075 
128.370644 7.234382 123.040840 
108.246002 19.968697 362.260631 
198.399541 38.712328 147.770766 
112.475285 83.217070 348.009256 
174.798209 49.285573 179.904120 
150.038641 59.231096 8.747573 
192.117092 19.522559 257.017400 
160.396772 58.984737 192.747814 
118.462915 18.596107 305.683536 
198.572870 90.080627 267.084644 
182.158456 39.123855 217.092523 
190.530376 86.581575 286.847983 
142.798236 21.211768 220.334464 
190.993721 66.583890 154.333410 
102.376162 94.260662 149.826763 
178.873470 59.271080 87.813691 
198.320885 73.091948 168.009047 
132.547981 51.455965 94.399273 
187.541953 16.799283 247.583250 
184.214576 95.586130 25.725146 
182.296691 36.426484 224.134063 
133.925612 70.192364 12.459093 
172.156089 86.173995 9.585281 
164.313087 30.569454 254.557957 
130.183758 7.625087 237.764417 
171.717207 40.566460 123.717938 
158.021621 5.631344 233.846991 
125.791226 16.713893 46.337923 
192.658164 73.209323 311.782278 
102.791878 62.929797 365.048864 
123.839355 72.129777 281.127794 
179.779058 73.529659 207.527500 
191.109211 3.412330 236.324893 
107.789492 25.055456 290.111509 
177.241083 26.720366 370.178337 
190.779514 70.281886 383.734710 
131.108063 37.379477 93.719291 
104.165621 23.152132 96.070924 
113.747998 79.501667 169.842825 
140.470031 76.939712 397.413957 
170.834674 57.967205 253.467766 
190.275156 33.685016 104.646128 
137.325482 69.063314 108.907709 
105.657405 15.339641 344.283843 
156.434203 10.669201 79.264709 
177.362491 53.106089 166.787828 
127.495547 20.271226 43.995660 
113.428462 49.451052 86.030593 
172.965601 98.624914 16.637051 
144.147204 38.508586 196.844326 
157.246691 44.199037 279.857665 
160.401935 47.500240 25.172959 
171.098725 90.921172 299.559426 
164.343446 64.201611 211.539494 
157.935842 14.384830 255.486159 
120.718243 83.134575 172.204954 
163.860579 46.938777 231.562732 
171.094434 15.400416 215.511062 
136.428448 86.609819 348.739751 
167.514362 83.757286 208.555593 
124.445611 9.224230 288.709371 
181.708469 92.375861 387.184149 
188.732609 25.504951 180.272453 
105.832845 82.391523 315.686428 
112.296313 63.319825 287.237768 
103.509909 33.652748 377.898115 
117.886537 51.377179 201.988969 
166.045083 47.569132 58.223110 
187.724351 78.594835 278.880947 
188.763135 76.643771 352.010875 
150.569563 36.162579 53.309628 
147.618198 82.867368 199.892064 
119.616235 33.667426 68.941992 
194.864497 92.515746 27.868862 
157.645483 58.478123 351.847498 
130.019204 17.045083 170.241315 
152.822291 49.074353 258.114825 
161.240795 15.603891 237.209255 
131.814158 42.575925 181.361168 
178.957518 89.000388 264.140020 
151.376474 4.063434 199.663154 
198.196012 88.488583 383.677871 
173.569476 17.467227 103.503051 
165.060504 30.176252 262.223098 
151.813575 32.725491 229.421133 
124.466334 51.040509 362.884823 
128.993301 27.295066 183.746156 
189.128544 85.159210 85.330618 
112.737390 13.245687 319.528445 
130.563718 43.004457 168.893665 
122.193197 25.340323 333.760583 
183.421904 64.490005 4.850014 
190.502718 48.134788 378.261411 
163.783227 15.721360 140.826107 
137.193512 61.356331 279.073832 
154.154674 46.861874 189.974342 
135.123137 72.074298 336.002873 
110.886318 52.889567 388.715494 
128.506941 68.208482 98.922172 
159.274940 89.241606 228.183165 
136.392242 51.579279 390.634136 
164.743748 44.386673 252.255894 
119.906606 51.710788 101.545105 
194.243131 56.262422 89.121672 
180.358933 1.109171 204.323556 
154.487388 14.882969 381.088359 
139.966279 89.611213 52.563299 
178.261506 82.379086 73.749905 
195.772459 94.576539 256.727699 
169.148526 98.489085 382.786810 
141.987149 93.067215 215.724144 
158.105421 25.151999 288.074713 
181.013446 26.015903 271.043204 
129.637694 40.783137 98.037405 
112.802123 57.005856 367.262161 
181.505395 47.801459 16.718172 
116.307155 97.076221 116.155909 
198.237299 90.388211 305.418576 
179.777383 42.944950 245.445138 
160.145164 60.515910 84.423466 
167.382939 42.404256 22.241111 
131.133430 48.664655 158.079154 
172.474729 13.298357 274.023222 
190.047028 46.962593 378.402435 
184.046724 10.457080 392.041679 
138.923837 93.238602 62.440071 
114.372401 52.069096 362.581705 
124.293728 97.165097 197.653684 
118.463665 6.171131 135.271609 
110.664578 52.063979 265.109709 
167.727151 59.460505 146.710754 
173.212190 16.091525 219.536540 
177.509257 71.485963 50.317735 
176.625241 8.222594 297.828780 
143.307469 70.802319 145.534863 
133.704372 94.868832 34.661733 
118.990523 76.533081 135.679019 
105.706860 66.109786 40.399548 
150.308093 76.028917 345.248084 
105.233626 25.169188 59.429200 
159.856184 1.342842 244.273817 
182.091990 18.606184 26.077322 
152.543863 38.927913 339.845934 
120.195720 94.838022 344.050204 
109.564441 78.108855 289.207709 
134.490974 39.013275 87.047845 
168.687026 70.168012 166.316236 
173.085257 42.229717 268.477619 
160.668623 26.871038 198.233538 
195.725843 75.512062 81.139610 
128.028437 88.511144 6.034294 
179.615923 35.729531 134.603964 
177.642044 69.250309 185.952793 
122.293056 75.868834 110.737903 
157.701533 3.233778 4.897696 
138.261393 68.821900 177.519461 
161.923435 56.875578 170.396695 
101.298336 55.860592 302.107993 
192.541129 42.810031 246.282929 
128.051908 38.211951 398.609269 
104.426157 9.741273 363.722235 
116.781372 73.425325 143.882125 
198.742631 9.613319 92.130584 
108.249646 13.343618 138.215636 
181.164228 8.273250 183.621658 
179.416042 91.232542 370.381362 
192.015448 88.075552 322.609685 
151.235083 55.584318 331.937167 
188.043300 30.829454 258.538099 
109.011193 72.915377 241.844390 
183.842057 47.353005 43.783848 
171.969265 22.170110 260.213302 
162.291247 59.514010 319.171114 
167.730399 43.325560 242.193599 
191.316724 95.821807 311.048718 
146.632782 85.627030 302.943161 
196.295768 45.909310 81.779473 
181.665137 18.525456 259.908551 
113.086290 75.299731 254.754464 
183.202730 34.958020 231.229752 
163.354574 32.330686 311.906807 
150.009668 1.504454 268.283509 
190.754570 43.377094 188.249739 
107.131452 78.173597 273.773957 
116.785062 15.833760 293.025483 
137.332564 96.139831 198.624942 
174.155594 11.924986 344.582344 
154.790280 68.566282 89.321065 
123.012481 8.165172 34.780121 
150.518072 42.365128 338.565623 
128.809164 97.537325 346.535604 
164.241719 71.907238 256.516368 
155.638549 14.465542 94.204837 
120.739878 35.770226 24.241533 
154.903342 37.654073 304.822879 
198.222793 14.489952 145.234320 
122.304113 84.904217 220.438837 
141.154796 82.601546 33.487284 
147.900359 36.062265 397.785159 
116.407432 20.096749 122.911035 
154.949850 44.663891 2.495570 
122.976406 69.591518 316.184930 
147.275839 80.117818 332.582186 
171.195882 37.900637 284.795660 
191.116172 34.699972 125.195687 
155.031849 92.349472 261.295472 
119.297205 46.706982 74.874791 
116.143420 74.189583 142.237942 
134.392701 11.810751 321.843260 
137.228463 78.459363 79.193036 
140.418481 27.559300 233.629544 
169.024634 31.415988 22.585205 
166.243587 26.222893 322.239883 
143.632924 49.286065 103.841530 
136.609048 62.287411 150.639749 
138.689911 54.864262 386.491925 
165.384892 37.209596 159.701879 
180.454043 79.114237 233.280478 
184.361996 71.673909 365.814714 
185.252524 66.143893 351.491374 
134.335204 88.004629 103.886100 
115.102192 93.774302 274.631764 
190.628968 34.648877 126.197657 
128.171395 47.536578 309.026532 
157.049663 5.335816 343.790748 
137.850765 37.676768 257.539940 
196.736221 50.982674 337.931794 
121.543846 37.682162 149.969629 
147.593496 9.808145 306.936472 
175.958189 66.526508 153.186389 
105.886807 66.347263 270.514466 
163.768764 60.288273 163.449478 
145.124278 62.207948 213.074027 
145.604114 42.196599 183.692170 
183.573174 88.523845 384.723270 
187.299393 86.701095 193.037879 
126.801583 96.894557 149.627010 
147.399410 88.002331 394.840013 
161.756540 34.030189 111.200921 
117.886980 84.997296 290.782648 
180.542114 73.728642 384.782344 
195.528807 93.565350 382.267018 
106.207464 62.455270 85.054824 
173.698111 52.634440 300.735204 
163.029166 93.176886 22.430574 
163.381145 68.373719 60.125426 
175.385308 6.640248 107.377177 
196.940155 58.112517 99.973808 
185.572538 64.455327 392.274647 
184.159597 41.086447 36.685357 
156.364097 98.100149 82.008154 
122.956772 50.935431 334.841537 
153.983245 72.298354 233.570231 
170.436086 67.042367 332.953872 
155.180345 89.814186 138.370201 
123.982450 93.803724 189.511744 
161.988847 70.108810 292.250757 
174.224694 81.189591 340.187559 
137.013093 93.805050 220.297269 
162.342597 64.300902 293.800620 
152.902964 24.335880 278.675178 
185.031587 11.148452 332.044352 
179.725057 20.338866 83.810765 
135.919457 92.053068 2.739755 
167.767090 54.100377 29.357096 
128.722609 96.870381 255.339569 
181.597096 44.684697 55.993466 
162.136399 81.445700 363.916553 
107.998697 94.285239 93.931178 
185.406260 31.836432 83.766683 
100.774550 86.449192 174.547757 
138.681883 46.968049 388.960393 
101.078974 80.568808 2.838127 
138.107381 41.392630 142.339150 
156.121731 4.693258 316.327903 
145.750391 58.509160 224.030542 
160.887351 72.235486 366.447738 
130.144071 15.772985 322.349994 
139.541621 53.694329 22.746208 
166.460418 10.688122 195.786700 
167.261001 57.081937 40.528098 
131.659141 83.916454 4.672808 
101.012194 49.335356 282.628877 
158.759990 95.911126 90.116427 
131.515037 89.397226 5.524327 
112.845284 81.550444 333.538762 
171.622787 39.253920 289.751283 
109.948417 94.677786 294.363646 
146.318092 92.847739 256.324842 
121.286693 5.287659 198.912262 
192.665241 57.629443 132.551708 
198.432970 30.296271 119.218536 
154.101887 83.401999 377.165655 
156.924211 2.563809 110.745800 
173.596785 89.628708 291.669537 
191.357384 27.250913 131.423811 
143.741499 74.495679 123.060437 
141.428323 84.687202 182.823046 
147.480490 56.085082 51.297415 
182.695442 31.533005 20.566474 
107.152437 77.202238 308.060901 
151.669502 9.155753 24.050206 
117.861240 42.234538 370.698278 
193.292401 18.653365 79.583225 
147.746432 12.766057 69.894696 
118.112433 98.469916 34.740018 
182.149320 64.368255 4.360076 
138.336092 56.815369 307.809996 
161.209625 34.384603 196.662527 
137.444382 55.299288 77.331650 
127.592081 9.856063 83.195564 
174.571036 18.178831 102.460831 
191.890355 84.658315 73.810786 
192.094623 2.605172 216.637212 
180.734605 72.477633 170.795290 
179.711490 48.284643 382.693667 
185.571463 89.862956 300.155722 
118.054551 34.819079 344.055903 
119.027019 73.894811 201.380917 
152.115393 16.071338 127.973924 
120.692444 1.756917 386.413919 
162.233035 97.004257 341.273344 
198.827043 3.154325 13.221161 
123.811861 19.163780 369.706987 
137.109030 58.803934 155.882835 
115.049744 34.112776 302.339284 
164.135633 72.364398 270.402038 
131.326828 73.580027 226.207487 
141.835029 15.366590 131.267016 
115.466159 80.480302 122.460833 
183.014849 15.015289 218.761253 
114.769986 65.968109 219.503896 
124.550036 38.561597 214.916909 
112.901022 40.389918 396.184847 
191.848676 2.369958 249.070769 
195.008553 49.324173 15.754689 
164.514727 80.314815 72.407067 
106.354267 85.698257 242.284501 
147.156377 73.710873 225.983345 
134.041451 57.616040 227.333144 
159.323659 87.752402 387.160257 
110.047699 73.141084 352.354716 
195.017593 45.360222 311.885459 
184.932081 2.043881 194.531079 
121.728019 10.764971 356.092941 
162.903920 84.703135 320.643511 
150.978966 4.032363 250.389018 
156.180683 74.520736 13.027213 
119.079764 76.041181 200.948922 
162.722214 40.110125 192.308721 
179.459450 16.117236 186.753498 
181.168233 48.805322 235.730173 
119.854656 88.819328 361.197724 
131.358119 6.423279 138.306444 
186.201059 66.082144 303.482554 
188.267353 10.400756 322.912736 
166.483282 13.042836 52.683278 
143.206063 21.607124 345.937269 
151.822472 63.019906 241.890894 
112.907789 83.662382 137.079022 
